genome_region,host,country,isolation,collection_date,strain
vp24,Homo sapiens,Liberia,blood,2014/08/15,zaire
L,Homo sapiens,Liberia,blood,2014/08/15,zaire
NP,Homo sapiens,Liberia,blood,2014/08/15,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/15,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/15,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/15,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/15,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/15,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/15,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/15,zaire
L,Homo sapiens,Liberia,blood,2014/08/15,zaire
NP,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/10,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/10,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/10,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/10,zaire
L,Homo sapiens,Liberia,blood,2014/08/10,zaire
NP,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/10,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/10,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/10,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/10,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/10,zaire
L,Homo sapiens,Liberia,blood,2014/08/10,zaire
NP,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/04,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/04,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/04,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/04,zaire
L,Homo sapiens,Liberia,blood,2014/08/04,zaire
NP,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/04,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/04,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/04,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/04,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/04,zaire
L,Homo sapiens,Liberia,blood,2014/08/04,zaire
NP,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp35,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp40,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp30,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp24,Homo sapiens,Liberia,blood,2014/10/01,zaire
L,Homo sapiens,Liberia,blood,2014/10/01,zaire
NP,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp35,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp40,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp30,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp24,Homo sapiens,Liberia,blood,2014/10/01,zaire
L,Homo sapiens,Liberia,blood,2014/10/01,zaire
NP,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp35,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp40,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp30,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp24,Homo sapiens,Liberia,blood,2014/10/01,zaire
L,Homo sapiens,Liberia,blood,2014/10/01,zaire
NP,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp35,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp40,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp30,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp24,Homo sapiens,Liberia,blood,2014/10/01,zaire
L,Homo sapiens,Liberia,blood,2014/10/01,zaire
NP,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp35,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp40,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/10/01,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp30,Homo sapiens,Liberia,blood,2014/10/01,zaire
vp24,Homo sapiens,Liberia,blood,2014/10/01,zaire
L,Homo sapiens,Liberia,blood,2014/10/01,zaire
NP,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/23,zaire
L,Homo sapiens,Liberia,blood,2014/09/23,zaire
NP,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/23,zaire
L,Homo sapiens,Liberia,blood,2014/09/23,zaire
NP,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/23,zaire
L,Homo sapiens,Liberia,blood,2014/09/23,zaire
NP,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/23,zaire
L,Homo sapiens,Liberia,blood,2014/09/23,zaire
NP,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/23,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/23,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/23,zaire
L,Homo sapiens,Liberia,blood,2014/09/23,zaire
NP,Homo sapiens,Liberia,blood,2014/09/21,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/21,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/21,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/21,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/21,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/21,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/21,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/21,zaire
L,Homo sapiens,Liberia,blood,2014/09/21,zaire
NP,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/20,zaire
L,Homo sapiens,Liberia,blood,2014/09/20,zaire
NP,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/20,zaire
L,Homo sapiens,Liberia,blood,2014/09/20,zaire
NP,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/20,zaire
L,Homo sapiens,Liberia,blood,2014/09/20,zaire
NP,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/20,zaire
L,Homo sapiens,Liberia,blood,2014/09/20,zaire
NP,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/20,zaire
L,Homo sapiens,Liberia,blood,2014/09/20,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/26,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/26,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/26,zaire
L,Homo sapiens,Liberia,blood,2014/08/26,zaire
NP,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/17,zaire
L,Homo sapiens,Liberia,blood,2014/08/17,zaire
NP,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/17,zaire
L,Homo sapiens,Liberia,blood,2014/08/17,zaire
NP,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/17,zaire
L,Homo sapiens,Liberia,blood,2014/08/17,zaire
NP,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/17,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/17,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/17,zaire
L,Homo sapiens,Liberia,blood,2014/08/17,zaire
NP,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/22,zaire
L,Homo sapiens,Liberia,blood,2014/08/22,zaire
NP,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/22,zaire
L,Homo sapiens,Liberia,blood,2014/08/22,zaire
NP,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/20,zaire
L,Homo sapiens,Liberia,blood,2014/08/20,zaire
NP,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/20,zaire
L,Homo sapiens,Liberia,blood,2014/08/20,zaire
NP,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/20,zaire
L,Homo sapiens,Liberia,blood,2014/08/20,zaire
NP,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/20,zaire
L,Homo sapiens,Liberia,blood,2014/08/20,zaire
NP,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/20,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/20,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/20,zaire
L,Homo sapiens,Liberia,blood,2014/08/20,zaire
NP,Homo sapiens,Liberia,blood,2014/08/24,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/24,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/24,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/24,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/24,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/24,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/24,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/24,zaire
L,Homo sapiens,Liberia,blood,2014/08/24,zaire
NP,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/22,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/22,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/22,zaire
L,Homo sapiens,Liberia,blood,2014/08/22,zaire
NP,Homo sapiens,Liberia,blood,2014/08/30,zaire
vp35,Homo sapiens,Liberia,blood,2014/08/30,zaire
vp40,Homo sapiens,Liberia,blood,2014/08/30,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/08/30,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/08/30,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/08/30,zaire
vp30,Homo sapiens,Liberia,blood,2014/08/30,zaire
vp24,Homo sapiens,Liberia,blood,2014/08/30,zaire
L,Homo sapiens,Liberia,blood,2014/08/30,zaire
NP,Homo sapiens,Liberia,blood,2014/09/01,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/01,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/01,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/01,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/01,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/01,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/01,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/01,zaire
L,Homo sapiens,Liberia,blood,2014/09/01,zaire
NP,Homo sapiens,Liberia,blood,2014/09/08,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/08,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/08,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/08,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/08,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/08,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/08,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/08,zaire
L,Homo sapiens,Liberia,blood,2014/09/08,zaire
NP,Homo sapiens,Liberia,blood,2014/09/07,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/07,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/07,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/07,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/07,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/07,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/07,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/07,zaire
L,Homo sapiens,Liberia,blood,2014/09/07,zaire
NP,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/09,zaire
L,Homo sapiens,Liberia,blood,2014/09/09,zaire
NP,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/09,zaire
L,Homo sapiens,Liberia,blood,2014/09/09,zaire
NP,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp35,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp40,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Spike,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Small,Homo sapiens,Liberia,blood,2014/09/09,zaire
GP-Second,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp30,Homo sapiens,Liberia,blood,2014/09/09,zaire
vp24,Homo sapiens,Liberia,blood,2014/09/09,zaire
L,Homo sapiens,Liberia,blood,2014/09/09,zaire
NP,Homo sapiens,Liberia,blood,2014/09/20,zaire
